ppt,soil,def,q,aet,Latitude,Longitude,Sample Date
44.300000000000004,2.3,149.40001,2.2,42.3,-27.01011111,26.69808333,11-01-2011
56.2,5.6,128.3,2.8000000000000003,54.2,-25.73411,27.21422,11-01-2011
44.300000000000004,2.7,149.6,2.2,42.4,-26.98472222,26.63227778,11-01-2011
45.2,2.7,154.2,2.3000000000000003,43.2,-27.398611,26.614722,11-01-2011
42.2,2.9,151.6,2.1,40.5,-27.671111,27.236944,11-01-2011
29.5,2.7,170.7,1.5,28.4,-29.160278,26.573333,11-01-2011
51.900000000000006,12.3,87.4,2.6,52.8,-34.250556,20.9925,11-01-2011
54.2,5.7000003,130.6,2.7,52.2,-25.45963889,28.26430556,11-01-2011
100.5,5.1,68.0,5.0,96.1,-25.81048333,27.90955222,12-01-2011
104.7,4.4,64.200005,5.2,100.1,-27.273889,28.49,12-01-2011
107.7,3.8,60.8,5.4,102.8,-27.4275,28.525833,12-01-2011
105.80000000000001,3.3,63.2,5.300000000000001,101.0,-28.883333,27.89,12-01-2011
95.4,5.0,70.4,4.800000000000001,91.200005,-27.00222,28.76528,13-01-2011
97.60000000000001,4.8,69.8,4.9,93.3,-27.02314,28.59389,13-01-2011
44.900000000000006,0.0,162.40001,2.2,42.600002,-30.534167,24.961944,13-01-2011
52.300000000000004,0.0,195.1,2.6,49.600002,-28.460833,21.248889,13-01-2011
71.0,2.2,119.200005,3.6,67.700005,-29.658056,25.973333,14-01-2011
1.3,0.0,256.30002,0.1,1.2,-28.760833,17.730278,16-01-2011
105.80000000000001,13.2,47.2,5.300000000000001,102.200005,-25.513889,31.224444,17-01-2011
89.0,5.2000003,75.8,4.5,85.200005,-26.861111,28.884722,17-01-2011
106.2,36.100002,8.400001,5.300000000000001,115.3,-31.554722,29.245556,17-01-2011
99.60000000000001,4.2000003,63.0,5.0,95.0,-28.058889,30.373611,17-01-2011
112.2,6.1,62.2,5.6000000000000005,107.1,-25.127778,27.628889,18-01-2011
112.9,6.5,62.0,5.6000000000000005,108.0,-25.20639,27.558,18-01-2011
121.0,7.0,57.3,6.0,115.6,-24.69514,27.40906,18-01-2011
65.4,10.7,86.1,3.3000000000000003,63.100002,-25.681111,31.783333,18-01-2011
107.80000000000001,3.3,56.3,5.4,102.8,-27.802778,28.768333,18-01-2011
84.9,2.5,111.0,4.2,80.9,-27.398611,26.614722,18-01-2011
101.80000000000001,21.6,18.4,5.1000000000000005,115.700005,-31.104278,29.399722,18-01-2011
98.7,23.9,15.0,4.9,119.5,-31.396,29.2651,18-01-2011
13.4,8.2,179.90001,0.7000000000000001,14.400001,-33.38056,19.30167,18-01-2011
13.8,10.2,190.8,0.7000000000000001,15.1,-33.31388889,19.07472222,18-01-2011
79.9,2.8,117.9,4.0,76.3,-27.495556,26.074722,18-01-2011
96.5,8.400001,76.6,4.800000000000001,92.6,-24.39619444,27.08983333,19-01-2011
96.2,3.5,82.1,4.800000000000001,91.8,-26.970278,27.211111,19-01-2011
93.9,3.3,85.9,4.7,89.6,-26.880278,26.965,19-01-2011
104.7,4.4,64.200005,5.2,100.1,-27.273889,28.49,19-01-2011
103.80000000000001,4.2000003,64.3,5.2,99.1,-27.3,28.586944,19-01-2011
93.5,3.3,89.5,4.7,89.200005,-27.044444,27.005,19-01-2011
105.30000000000001,8.5,36.2,5.300000000000001,101.5,-30.568333,29.422778,19-01-2011
108.5,6.5,34.8,5.4,104.1,-30.570833,29.150556,19-01-2011
20.200000000000003,7.0,136.90001,1.0,20.6,-34.031944,22.053333,19-01-2011
12.200000000000001,7.5,194.40001,0.6000000000000001,12.7,-33.13083,18.86278,19-01-2011
19.6,11.8,179.1,1.0,21.2,-33.7075,18.97444444,19-01-2011
102.30000000000001,4.8,63.8,5.1000000000000005,97.8,-25.57877778,29.12747222,19-01-2011
96.5,5.5,59.7,4.800000000000001,92.3,-26.006389,29.253889,20-01-2011
97.60000000000001,4.8,69.8,4.9,93.3,-27.02314,28.59389,20-01-2011
68.10000000000001,2.1000001,116.0,3.4000000000000004,64.9,-30.679722,26.7125,20-01-2011
52.300000000000004,0.0,195.1,2.6,49.600002,-28.460833,21.248889,20-01-2011
104.30000000000001,6.6,41.3,5.2,100.200005,-30.77586667,29.03221667,20-01-2011
109.5,4.0,57.9,5.5,104.5,-24.925278,29.324444,21-01-2011
52.300000000000004,0.0,195.1,2.6,49.600002,-28.460833,21.248889,21-01-2011
149.0,16.7,1.6,7.4,141.7,-24.679167,30.8025,24-01-2011
98.5,4.9,66.9,4.9,94.200005,-25.99136,27.84208,24-01-2011
122.5,17.2,26.300001,6.1000000000000005,118.4,-25.49037,30.6986,24-01-2011
96.2,3.5,82.1,4.800000000000001,91.8,-26.970278,27.211111,24-01-2011
94.2,2.7,93.1,4.7,89.8,-27.671111,27.236944,24-01-2011
94.80000000000001,3.0,92.0,4.7,90.4,-27.356667,27.286389,24-01-2011
90.9,2.2,96.9,4.5,86.6,-27.01011111,26.69808333,25-01-2011
91.80000000000001,2.5,94.0,4.6000000000000005,87.4,-26.98472222,26.63227778,25-01-2011
84.9,2.5,111.0,4.2,80.9,-27.398611,26.614722,25-01-2011
12.3,6.2000003,188.90001,0.6000000000000001,12.900001,-33.818056,19.694722,25-01-2011
104.7,5.1,64.5,5.2,100.0,-25.45963889,28.26430556,25-01-2011
11.0,4.9,184.8,0.5,11.3,-33.897778,20.012778,25-01-2011
100.5,5.1,68.0,5.0,96.1,-25.81048333,27.90955222,26-01-2011
12.700000000000001,6.2000003,166.1,0.6000000000000001,13.2,-34.065833,20.404167,26-01-2011
63.300000000000004,1.4,94.5,3.2,60.100002,-24.058889,31.237222,26-01-2011
93.9,3.4,81.3,4.7,89.6,-26.648056,27.089444,26-01-2011
93.9,3.3,85.9,4.7,89.6,-26.880278,26.965,26-01-2011
104.7,4.4,64.200005,5.2,100.1,-27.273889,28.49,26-01-2011
93.5,3.3,89.5,4.7,89.200005,-27.044444,27.005,26-01-2011
16.6,5.4,156.2,0.8,16.9,-34.092222,21.295278,26-01-2011
97.60000000000001,4.8,69.8,4.9,93.3,-27.02314,28.59389,27-01-2011
96.30000000000001,4.1,76.1,4.800000000000001,92.0,-26.73806,27.59194,27-01-2011
1.3,0.0,256.30002,0.1,1.2,-28.760833,17.730278,30-01-2011
89.0,5.2000003,75.8,4.5,85.200005,-26.861111,28.884722,31-01-2011
96.30000000000001,4.1,76.1,4.800000000000001,92.0,-26.73806,27.59194,31-01-2011
112.2,6.1,62.2,5.6000000000000005,107.1,-25.127778,27.628889,01-02-2011
121.0,7.0,57.3,6.0,115.6,-24.69514,27.40906,01-02-2011
75.0,10.6,82.1,3.8000000000000003,72.3,-27.363611,31.783333,01-02-2011
107.80000000000001,3.3,56.3,5.4,102.8,-27.802778,28.768333,01-02-2011
84.30000000000001,2.4,109.700005,4.2,80.4,-29.160278,26.573333,01-02-2011
23.5,17.9,131.0,1.2000000000000002,27.2,-34.329722,18.990278,01-02-2011
112.9,6.5,62.0,5.6000000000000005,108.0,-25.20639,27.558,02-02-2011
99.5,6.2000003,59.4,5.0,95.0,-23.281,30.54305556,03-02-2011
89.60000000000001,11.0,62.600002,4.5,87.6,-28.801278,31.955389,03-02-2011
95.4,5.0,70.4,4.800000000000001,91.200005,-27.00222,28.76528,03-02-2011
97.60000000000001,4.8,69.8,4.9,93.3,-27.02314,28.59389,03-02-2011
103.80000000000001,4.2000003,64.3,5.2,99.1,-27.3,28.586944,03-02-2011
68.10000000000001,2.1000001,116.0,3.4000000000000004,64.9,-30.679722,26.7125,03-02-2011
52.300000000000004,0.0,195.1,2.6,49.600002,-28.460833,21.248889,03-02-2011
52.300000000000004,0.0,195.1,2.6,49.600002,-28.460833,21.248889,04-02-2011
108.7,4.8,39.9,5.4,103.6,-29.140556,31.391944,07-02-2011
98.5,4.9,66.9,4.9,94.200005,-25.99136,27.84208,07-02-2011
63.300000000000004,1.4,94.5,3.2,60.100002,-24.058889,31.237222,07-02-2011
96.30000000000001,4.1,76.1,4.800000000000001,92.0,-26.73806,27.59194,07-02-2011
101.60000000000001,7.0,42.9,5.1000000000000005,97.700005,-30.86013889,29.07125,07-02-2011
94.80000000000001,3.0,92.0,4.7,90.4,-27.356667,27.286389,07-02-2011
99.60000000000001,4.2000003,63.0,5.0,95.0,-28.058889,30.373611,07-02-2011
90.9,2.2,96.9,4.5,86.6,-27.01011111,26.69808333,08-02-2011
90.0,4.0,71.3,4.5,86.0,-27.169444,29.233889,08-02-2011
91.80000000000001,2.5,94.0,4.6000000000000005,87.4,-26.98472222,26.63227778,08-02-2011
84.9,2.5,111.0,4.2,80.9,-27.398611,26.614722,08-02-2011
75.2,0.4,136.90001,3.8000000000000003,71.5,-27.573056,24.746389,08-02-2011
13.0,0.1,176.7,0.7000000000000001,12.400001,-33.501667,21.624167,08-02-2011
4.800000000000001,1.3000001,228.7,0.2,4.7000003,-32.502778,19.535833,08-02-2011
104.7,5.1,64.5,5.2,100.0,-25.45963889,28.26430556,08-02-2011
96.2,3.5,82.1,4.800000000000001,91.8,-26.970278,27.211111,09-02-2011
104.7,4.4,64.200005,5.2,100.1,-27.273889,28.49,09-02-2011
103.4,3.1000001,62.100002,5.2,98.6,-28.69485,28.23487,09-02-2011
105.80000000000001,3.3,63.2,5.300000000000001,101.0,-28.883333,27.89,09-02-2011
97.60000000000001,4.8,69.8,4.9,93.3,-27.02314,28.59389,10-02-2011
68.10000000000001,2.1000001,116.0,3.4000000000000004,64.9,-30.679722,26.7125,10-02-2011
44.900000000000006,0.0,162.40001,2.2,42.600002,-30.534167,24.961944,10-02-2011
20.200000000000003,7.0,136.90001,1.0,20.6,-34.031944,22.053333,10-02-2011
21.1,7.3,134.40001,1.1,21.6,-34.039722,22.133333,10-02-2011
7.300000000000001,6.1,210.90001,0.4,7.6,-32.595833,19.009444,10-02-2011
89.60000000000001,11.0,62.600002,4.5,87.6,-28.801278,31.955389,11-02-2011
71.0,2.2,119.200005,3.6,67.700005,-29.658056,25.973333,11-02-2011
77.30000000000001,2.3,85.6,3.9000000000000004,73.5,-28.068333,31.55,11-02-2011
1.3,0.0,256.30002,0.1,1.2,-28.760833,17.730278,13-02-2011
148.1,8.900001,0.0,7.4,138.3,-29.7775,29.470833,14-02-2011
127.0,10.8,13.6,6.4,122.4,-29.987778,29.851667,14-02-2011
126.30000000000001,8.7,20.5,6.300000000000001,121.1,-29.744167,29.905833,14-02-2011
89.0,5.2000003,75.8,4.5,85.200005,-26.861111,28.884722,14-02-2011
90.0,4.5,76.5,4.5,86.0,-26.45,28.085833,14-02-2011
98.7,23.9,15.0,4.9,119.5,-31.396,29.2651,14-02-2011
112.9,6.5,62.0,5.6000000000000005,108.0,-25.20639,27.558,15-02-2011
121.0,7.0,57.3,6.0,115.6,-24.69514,27.40906,15-02-2011
96.5,5.5,59.7,4.800000000000001,92.3,-26.006389,29.253889,15-02-2011
107.80000000000001,3.3,56.3,5.4,102.8,-27.802778,28.768333,15-02-2011
84.9,2.5,111.0,4.2,80.9,-27.398611,26.614722,15-02-2011
94.2,2.7,93.1,4.7,89.8,-27.671111,27.236944,15-02-2011
84.30000000000001,2.4,109.700005,4.2,80.4,-29.160278,26.573333,15-02-2011
105.30000000000001,8.5,36.2,5.300000000000001,101.5,-30.568333,29.422778,15-02-2011
108.5,6.5,34.8,5.4,104.1,-30.570833,29.150556,15-02-2011
13.4,8.2,179.90001,0.7000000000000001,14.400001,-33.38056,19.30167,15-02-2011
13.8,10.2,190.8,0.7000000000000001,15.1,-33.31388889,19.07472222,15-02-2011
79.9,2.8,117.9,4.0,76.3,-27.495556,26.074722,15-02-2011
61.800000000000004,12.400001,88.9,3.1,60.0,-25.436111,31.982222,16-02-2011
96.5,8.400001,76.6,4.800000000000001,92.6,-24.39619444,27.08983333,16-02-2011
81.0,11.400001,76.700005,4.1000000000000005,78.1,-25.67386,31.57527,16-02-2011
114.80000000000001,33.100002,12.400001,5.7,120.0,-30.733889,29.828333,16-02-2011
125.4,49.0,7.7000003,6.300000000000001,127.0,-30.398056,30.601944,16-02-2011
104.7,4.4,64.200005,5.2,100.1,-27.273889,28.49,16-02-2011
103.80000000000001,4.2000003,64.3,5.2,99.1,-27.3,28.586944,16-02-2011
93.5,3.3,89.5,4.7,89.200005,-27.044444,27.005,16-02-2011
101.60000000000001,7.0,42.9,5.1000000000000005,97.700005,-30.86013889,29.07125,16-02-2011
104.30000000000001,6.6,41.3,5.2,100.200005,-30.77586667,29.03221667,16-02-2011
12.200000000000001,7.5,194.40001,0.6000000000000001,12.7,-33.13083,18.86278,16-02-2011
109.5,4.0,57.9,5.5,104.5,-24.925278,29.324444,17-02-2011
95.4,5.0,70.4,4.800000000000001,91.200005,-27.00222,28.76528,17-02-2011
97.60000000000001,4.8,69.8,4.9,93.3,-27.02314,28.59389,17-02-2011
112.30000000000001,0.5,65.3,5.6000000000000005,106.700005,-22.43772222,31.07805556,18-02-2011
120.7,11.3,17.7,6.0,116.5,-29.803611,30.516111,18-02-2011
98.5,4.9,66.9,4.9,94.200005,-25.99136,27.84208,21-02-2011
89.0,5.2000003,75.8,4.5,85.200005,-26.861111,28.884722,21-02-2011
96.30000000000001,4.1,76.1,4.800000000000001,92.0,-26.73806,27.59194,21-02-2011
90.0,4.5,76.5,4.5,86.0,-26.45,28.085833,21-02-2011
90.9,2.2,96.9,4.5,86.6,-27.01011111,26.69808333,22-02-2011
90.0,4.0,71.3,4.5,86.0,-27.169444,29.233889,22-02-2011
91.80000000000001,2.5,94.0,4.6000000000000005,87.4,-26.98472222,26.63227778,22-02-2011
84.9,2.5,111.0,4.2,80.9,-27.398611,26.614722,22-02-2011
84.30000000000001,2.4,109.700005,4.2,80.4,-29.160278,26.573333,22-02-2011
12.3,6.2000003,188.90001,0.6000000000000001,12.900001,-33.818056,19.694722,22-02-2011
100.5,5.1,68.0,5.0,96.1,-25.81048333,27.90955222,23-02-2011
111.0,10.400001,32.600002,5.6000000000000005,107.1,-29.641944,30.6875,23-02-2011
12.700000000000001,6.2000003,166.1,0.6000000000000001,13.2,-34.065833,20.404167,23-02-2011
15.8,4.6,148.7,0.8,15.8,-33.980556,21.653333,23-02-2011
120.60000000000001,5.5,44.9,6.0,114.9,-22.769722,30.886944,23-02-2011
95.4,5.0,70.4,4.800000000000001,91.200005,-27.00222,28.76528,23-02-2011
97.60000000000001,4.8,69.8,4.9,93.3,-27.02314,28.59389,23-02-2011
83.7,2.6000001,113.5,4.2,79.8,-27.38972222,26.46388889,23-02-2011
84.9,2.5,111.0,4.2,80.9,-27.398611,26.614722,23-02-2011
94.2,2.7,93.1,4.7,89.8,-27.671111,27.236944,23-02-2011
94.80000000000001,3.0,92.0,4.7,90.4,-27.356667,27.286389,23-02-2011
11.0,4.9,184.8,0.5,11.3,-33.897778,20.012778,23-02-2011
109.0,5.5,52.2,5.5,104.1,-23.763056,27.908611,24-02-2011
82.0,0.5,84.1,4.1000000000000005,77.9,-23.23572222,27.717,24-02-2011
85.4,17.2,57.3,4.3,87.5,-28.44555556,32.325,24-02-2011
68.10000000000001,2.1000001,116.0,3.4000000000000004,64.9,-30.679722,26.7125,24-02-2011
84.5,3.6000001,90.6,4.2,80.700005,-30.160091,27.40124,24-02-2011
82.9,3.8,92.6,4.1000000000000005,79.3,-30.336111,27.359444,24-02-2011
52.300000000000004,0.0,195.1,2.6,49.600002,-28.460833,21.248889,24-02-2011
112.60000000000001,1.2,44.9,5.6000000000000005,107.0,-22.91028,29.61111,25-02-2011
1.3,0.0,256.30002,0.1,1.2,-28.760833,17.730278,27-02-2011
94.10000000000001,7.0,62.3,4.7,90.0,-24.183889,30.823889,01-03-2011
84.9,2.5,111.0,4.2,80.9,-27.398611,26.614722,01-03-2011
94.2,2.7,93.1,4.7,89.8,-27.671111,27.236944,01-03-2011
84.30000000000001,2.4,109.700005,4.2,80.4,-29.160278,26.573333,01-03-2011
79.9,2.8,117.9,4.0,76.3,-27.495556,26.074722,01-03-2011
65.4,1.2,94.200005,3.3000000000000003,62.2,-23.658056,31.05,02-03-2011
93.9,3.4,81.3,4.7,89.6,-26.648056,27.089444,02-03-2011
107.80000000000001,3.3,56.3,5.4,102.8,-27.802778,28.768333,02-03-2011
149.0,16.7,1.6,7.4,141.7,-24.679167,30.8025,03-03-2011
104.7,4.4,64.200005,5.2,100.1,-27.273889,28.49,03-03-2011
103.80000000000001,4.2000003,64.3,5.2,99.1,-27.3,28.586944,03-03-2011
68.10000000000001,2.1000001,116.0,3.4000000000000004,64.9,-30.679722,26.7125,03-03-2011
97.60000000000001,4.8,69.8,4.9,93.3,-27.02314,28.59389,04-03-2011
98.5,4.9,66.9,4.9,94.200005,-25.99136,27.84208,07-03-2011
106.2,36.100002,8.400001,5.300000000000001,115.3,-31.554722,29.245556,07-03-2011
90.9,2.2,96.9,4.5,86.6,-27.01011111,26.69808333,08-03-2011
107.80000000000001,3.3,56.3,5.4,102.8,-27.802778,28.768333,08-03-2011
91.80000000000001,2.5,94.0,4.6000000000000005,87.4,-26.98472222,26.63227778,08-03-2011
84.9,2.5,111.0,4.2,80.9,-27.398611,26.614722,08-03-2011
94.2,2.7,93.1,4.7,89.8,-27.671111,27.236944,08-03-2011
84.30000000000001,2.4,109.700005,4.2,80.4,-29.160278,26.573333,08-03-2011
98.7,23.9,15.0,4.9,119.5,-31.396,29.2651,08-03-2011
104.7,5.1,64.5,5.2,100.0,-25.45963889,28.26430556,08-03-2011
100.5,5.1,68.0,5.0,96.1,-25.81048333,27.90955222,09-03-2011
78.7,0.2,89.3,3.9000000000000004,74.8,-22.225556,29.990556,09-03-2011
142.70000000000002,15.5,17.9,7.1000000000000005,137.7,-26.03611,30.99778,09-03-2011
99.7,3.4,65.6,5.0,95.0,-28.404444,30.013056,09-03-2011
117.4,9.0,22.1,5.9,112.8,-29.380556,30.2775,09-03-2011
93.9,3.4,81.3,4.7,89.6,-26.648056,27.089444,09-03-2011
96.2,3.5,82.1,4.800000000000001,91.8,-26.970278,27.211111,09-03-2011
104.7,4.4,64.200005,5.2,100.1,-27.273889,28.49,09-03-2011
103.80000000000001,4.2000003,64.3,5.2,99.1,-27.3,28.586944,09-03-2011
93.5,3.3,89.5,4.7,89.200005,-27.044444,27.005,09-03-2011
103.4,3.1000001,62.100002,5.2,98.6,-28.69485,28.23487,09-03-2011
105.80000000000001,3.3,63.2,5.300000000000001,101.0,-28.883333,27.89,09-03-2011
105.30000000000001,8.5,36.2,5.300000000000001,101.5,-30.568333,29.422778,09-03-2011
108.5,6.5,34.8,5.4,104.1,-30.570833,29.150556,09-03-2011
23.5,17.9,131.0,1.2000000000000002,27.2,-34.329722,18.990278,09-03-2011
68.9,2.7,110.1,3.4000000000000004,65.8,-30.830556,26.921389,10-03-2011
122.5,17.2,26.300001,6.1000000000000005,118.4,-25.49037,30.6986,10-03-2011
117.4,9.0,22.1,5.9,112.8,-29.380556,30.2775,10-03-2011
101.60000000000001,7.0,42.9,5.1000000000000005,97.700005,-30.86013889,29.07125,10-03-2011
104.30000000000001,6.6,41.3,5.2,100.200005,-30.77586667,29.03221667,10-03-2011
71.0,2.2,119.200005,3.6,67.700005,-29.658056,25.973333,11-03-2011
44.900000000000006,0.0,162.40001,2.2,42.600002,-30.534167,24.961944,11-03-2011
102.10000000000001,7.0,40.9,5.1000000000000005,98.0,-31.031389,28.883333,11-03-2011
21.1,7.3,134.40001,1.1,21.6,-34.039722,22.133333,11-03-2011
1.3,0.0,256.30002,0.1,1.2,-28.760833,17.730278,13-03-2011
148.1,8.900001,0.0,7.4,138.3,-29.7775,29.470833,14-03-2011
127.0,10.8,13.6,6.4,122.4,-29.987778,29.851667,14-03-2011
126.30000000000001,8.7,20.5,6.300000000000001,121.1,-29.744167,29.905833,14-03-2011
89.0,5.2000003,75.8,4.5,85.200005,-26.861111,28.884722,14-03-2011
96.30000000000001,4.1,76.1,4.800000000000001,92.0,-26.73806,27.59194,14-03-2011
90.0,4.5,76.5,4.5,86.0,-26.45,28.085833,14-03-2011
112.2,6.1,62.2,5.6000000000000005,107.1,-25.127778,27.628889,15-03-2011
112.9,6.5,62.0,5.6000000000000005,108.0,-25.20639,27.558,15-03-2011
121.0,7.0,57.3,6.0,115.6,-24.69514,27.40906,15-03-2011
114.0,4.9,55.100002,5.7,108.9,-25.73411,27.21422,15-03-2011
96.5,5.5,59.7,4.800000000000001,92.3,-26.006389,29.253889,15-03-2011
97.7,6.4,59.3,4.9,93.6,-28.747778,31.745833,15-03-2011
114.80000000000001,33.100002,12.400001,5.7,120.0,-30.733889,29.828333,15-03-2011
84.9,2.5,111.0,4.2,80.9,-27.398611,26.614722,15-03-2011
79.9,2.8,117.9,4.0,76.3,-27.495556,26.074722,15-03-2011
99.0,6.6,60.600002,4.9,94.8,-24.282222,28.090278,16-03-2011
125.4,49.0,7.7000003,6.300000000000001,127.0,-30.398056,30.601944,16-03-2011
124.0,34.100002,10.0,6.2,124.4,-30.27402,30.69602,16-03-2011
93.9,3.3,85.9,4.7,89.6,-26.880278,26.965,16-03-2011
104.7,4.4,64.200005,5.2,100.1,-27.273889,28.49,16-03-2011
20.200000000000003,7.0,136.90001,1.0,20.6,-34.031944,22.053333,16-03-2011
109.0,5.5,52.2,5.5,104.1,-23.763056,27.908611,17-03-2011
95.4,5.0,70.4,4.800000000000001,91.200005,-27.00222,28.76528,17-03-2011
97.60000000000001,4.8,69.8,4.9,93.3,-27.02314,28.59389,17-03-2011
109.5,4.0,57.9,5.5,104.5,-24.925278,29.324444,18-03-2011
120.7,11.3,17.7,6.0,116.5,-29.803611,30.516111,18-03-2011
96.2,3.5,82.1,4.800000000000001,91.8,-26.970278,27.211111,21-03-2011
90.9,2.2,96.9,4.5,86.6,-27.01011111,26.69808333,22-03-2011
98.5,4.9,66.9,4.9,94.200005,-25.99136,27.84208,22-03-2011
89.0,5.2000003,75.8,4.5,85.200005,-26.861111,28.884722,22-03-2011
90.0,4.5,76.5,4.5,86.0,-26.45,28.085833,22-03-2011
84.9,2.5,111.0,4.2,80.9,-27.398611,26.614722,22-03-2011
13.0,0.1,176.7,0.7000000000000001,12.400001,-33.501667,21.624167,22-03-2011
13.8,10.2,190.8,0.7000000000000001,15.1,-33.31388889,19.07472222,22-03-2011
94.60000000000001,2.9,58.5,4.7,90.0,-28.338333,31.373611,22-03-2011
111.0,10.400001,32.600002,5.6000000000000005,107.1,-29.641944,30.6875,23-03-2011
104.9,3.2,58.0,5.2,99.9,-28.735556,29.820556,23-03-2011
93.9,3.4,81.3,4.7,89.6,-26.648056,27.089444,23-03-2011
93.5,3.3,89.5,4.7,89.200005,-27.044444,27.005,23-03-2011
84.30000000000001,2.4,109.700005,4.2,80.4,-29.160278,26.573333,23-03-2011
12.200000000000001,7.5,194.40001,0.6000000000000001,12.7,-33.13083,18.86278,23-03-2011
104.7,5.1,64.5,5.2,100.0,-25.45963889,28.26430556,23-03-2011
100.5,5.1,68.0,5.0,96.1,-25.81048333,27.90955222,24-03-2011
98.7,4.1,71.700005,4.9,94.1,-27.602222,29.942778,24-03-2011
103.80000000000001,4.2000003,64.3,5.2,99.1,-27.3,28.586944,24-03-2011
13.4,8.2,179.90001,0.7000000000000001,14.400001,-33.38056,19.30167,24-03-2011
95.4,5.0,70.4,4.800000000000001,91.200005,-27.00222,28.76528,25-03-2011
97.60000000000001,4.8,69.8,4.9,93.3,-27.02314,28.59389,25-03-2011
84.5,3.6000001,90.6,4.2,80.700005,-30.160091,27.40124,25-03-2011
82.9,3.8,92.6,4.1000000000000005,79.3,-30.336111,27.359444,25-03-2011
1.3,0.0,256.30002,0.1,1.2,-28.760833,17.730278,27-03-2011
112.30000000000001,0.5,65.3,5.6000000000000005,106.700005,-22.43772222,31.07805556,28-03-2011
96.30000000000001,4.1,76.1,4.800000000000001,92.0,-26.73806,27.59194,28-03-2011
112.2,6.1,62.2,5.6000000000000005,107.1,-25.127778,27.628889,29-03-2011
112.9,6.5,62.0,5.6000000000000005,108.0,-25.20639,27.558,29-03-2011
121.0,7.0,57.3,6.0,115.6,-24.69514,27.40906,29-03-2011
90.0,4.0,71.3,4.5,86.0,-27.169444,29.233889,29-03-2011
91.80000000000001,2.5,94.0,4.6000000000000005,87.4,-26.98472222,26.63227778,29-03-2011
83.30000000000001,2.5,113.4,4.2,79.5,-28.141944,26.417778,29-03-2011
84.0,2.5,108.6,4.2,80.1,-28.116667,26.725278,29-03-2011
84.9,2.5,111.0,4.2,80.9,-27.398611,26.614722,29-03-2011
84.30000000000001,2.4,109.700005,4.2,80.4,-29.160278,26.573333,29-03-2011
79.9,2.8,117.9,4.0,76.3,-27.495556,26.074722,29-03-2011
12.700000000000001,6.2000003,166.1,0.6000000000000001,13.2,-34.065833,20.404167,30-03-2011
75.0,10.6,82.1,3.8000000000000003,72.3,-27.363611,31.783333,30-03-2011
52.2,9.5,109.1,2.6,50.4,-26.905,32.324722,30-03-2011
98.10000000000001,3.4,67.6,4.9,93.5,-28.75,30.442778,30-03-2011
114.30000000000001,8.3,27.800001,5.7,109.8,-29.161667,30.629722,30-03-2011
93.9,3.3,85.9,4.7,89.6,-26.880278,26.965,30-03-2011
