Latitude,Longitude,Sample Date,blue,red
-29.160278,26.573333,01-02-2011,,
-34.329722,18.990278,01-02-2011,8637.5,9581.5
-25.20639,27.558,02-02-2011,10039.0,9985.0
-23.281,30.54305556,03-02-2011,11432.0,12142.0
-28.801278,31.955389,03-02-2011,8429.0,9127.5
-27.00222,28.76528,03-02-2011,8743.0,9947.0
-27.02314,28.59389,03-02-2011,8893.0,10129.0
-27.3,28.586944,03-02-2011,8561.0,9929.5
-30.679722,26.7125,03-02-2011,9235.5,11938.0
-28.460833,21.248889,03-02-2011,10832.0,13063.0
-28.460833,21.248889,04-02-2011,10832.0,13063.0
-29.140556,31.391944,07-02-2011,9784.5,12548.0
-25.99136,27.84208,07-02-2011,10629.0,11898.0
-24.058889,31.237222,07-02-2011,8702.0,9677.5
-26.73806,27.59194,07-02-2011,8719.0,8961.0
-30.86013889,29.07125,07-02-2011,9396.0,11634.0
-27.356667,27.286389,07-02-2011,8718.0,9290.0
-28.058889,30.373611,07-02-2011,8452.5,9431.0
-27.01011111,26.69808333,08-02-2011,9344.0,10728.5
-27.169444,29.233889,08-02-2011,4315.5,4762.0
-26.98472222,26.63227778,08-02-2011,9414.0,10262.5
-27.398611,26.614722,08-02-2011,9253.5,10126.0
-27.573056,24.746389,08-02-2011,8658.0,9470.0
-33.501667,21.624167,08-02-2011,,
-32.502778,19.535833,08-02-2011,10579.0,14613.0
-25.45963889,28.26430556,08-02-2011,9139.0,11096.0
-26.970278,27.211111,09-02-2011,9671.5,11496.0
-27.273889,28.49,09-02-2011,8456.5,9407.5
-28.69485,28.23487,09-02-2011,8267.0,9143.0
-28.883333,27.89,09-02-2011,8398.5,9399.5
-27.02314,28.59389,10-02-2011,8893.0,10129.0
-30.679722,26.7125,10-02-2011,9170.0,11413.0
-30.534167,24.961944,10-02-2011,9795.0,10773.5
-34.031944,22.053333,10-02-2011,7784.0,7826.0
-34.039722,22.133333,10-02-2011,8506.0,9608.0
-32.595833,19.009444,10-02-2011,9227.5,10903.5
-28.801278,31.955389,11-02-2011,8429.0,9127.5
-29.658056,25.973333,11-02-2011,9396.0,11157.5
-28.068333,31.55,11-02-2011,8688.0,10059.0
-28.760833,17.730278,13-02-2011,9557.0,12802.0
-29.7775,29.470833,14-02-2011,8429.5,8978.5
-29.987778,29.851667,14-02-2011,8647.5,9390.5
-29.744167,29.905833,14-02-2011,8721.0,9448.0
-26.861111,28.884722,14-02-2011,8691.0,9241.5
-26.45,28.085833,14-02-2011,9502.5,12540.0
-31.396,29.2651,14-02-2011,9782.5,13003.0
-25.20639,27.558,15-02-2011,10039.0,9985.0
-24.69514,27.40906,15-02-2011,9921.0,10524.0
-26.006389,29.253889,15-02-2011,,
-27.802778,28.768333,15-02-2011,8857.5,9811.5
-27.398611,26.614722,15-02-2011,9253.5,10126.0
-27.671111,27.236944,15-02-2011,9693.5,11237.5
-29.160278,26.573333,15-02-2011,,
-30.568333,29.422778,15-02-2011,8679.0,9031.5
-30.570833,29.150556,15-02-2011,,
-33.38056,19.30167,15-02-2011,9572.0,11320.5
-33.31388889,19.07472222,15-02-2011,8765.0,9965.0
-27.495556,26.074722,15-02-2011,9490.5,11540.5
-25.436111,31.982222,16-02-2011,,
-24.39619444,27.08983333,16-02-2011,,
-25.67386,31.57527,16-02-2011,8695.5,8727.5
-30.733889,29.828333,16-02-2011,8675.0,9723.0
-30.398056,30.601944,16-02-2011,8320.0,8930.0
-27.273889,28.49,16-02-2011,8456.5,9407.5
-27.3,28.586944,16-02-2011,8561.0,9929.5
-27.044444,27.005,16-02-2011,8882.5,9503.5
-30.86013889,29.07125,16-02-2011,9396.0,11634.0
-30.77586667,29.03221667,16-02-2011,,
-33.13083,18.86278,16-02-2011,9873.5,12122.5
-24.925278,29.324444,17-02-2011,8655.0,9276.5
-27.00222,28.76528,17-02-2011,8743.0,9947.0
-27.02314,28.59389,17-02-2011,8893.0,10129.0
-22.43772222,31.07805556,18-02-2011,8479.0,9460.0
-29.803611,30.516111,18-02-2011,8763.0,9429.0
-25.99136,27.84208,21-02-2011,10629.0,11898.0
-26.861111,28.884722,21-02-2011,8691.0,9241.5
-26.73806,27.59194,21-02-2011,8719.0,8961.0
-26.45,28.085833,21-02-2011,9502.5,12540.0
-27.01011111,26.69808333,22-02-2011,9344.0,10728.5
-27.169444,29.233889,22-02-2011,4315.5,4762.0
-26.98472222,26.63227778,22-02-2011,9414.0,10262.5
-27.398611,26.614722,22-02-2011,9253.5,10126.0
-29.160278,26.573333,22-02-2011,,
-33.818056,19.694722,22-02-2011,8793.5,10313.5
-25.81048333,27.90955222,23-02-2011,8693.0,9553.5
-29.641944,30.6875,23-02-2011,8605.5,9465.5
-34.065833,20.404167,23-02-2011,8010.0,8314.0
-33.980556,21.653333,23-02-2011,9447.0,11839.0
-22.769722,30.886944,23-02-2011,8518.0,9181.0
-27.00222,28.76528,23-02-2011,8743.0,9947.0
-27.02314,28.59389,23-02-2011,8893.0,10129.0
-27.38972222,26.46388889,23-02-2011,10130.0,11926.0
-27.398611,26.614722,23-02-2011,9253.5,10126.0
-27.671111,27.236944,23-02-2011,9693.5,11237.5
-27.356667,27.286389,23-02-2011,8718.0,9290.0
-33.897778,20.012778,23-02-2011,8619.0,8880.0
-23.763056,27.908611,24-02-2011,,
-23.23572222,27.717,24-02-2011,9302.0,10242.0
-28.44555556,32.325,24-02-2011,9636.5,9712.0
-30.679722,26.7125,24-02-2011,8810.5,10761.0
-30.160091,27.40124,24-02-2011,8957.0,10727.5
-30.336111,27.359444,24-02-2011,8703.5,10786.0
-28.460833,21.248889,24-02-2011,9908.0,12120.5
-22.91028,29.61111,25-02-2011,,
-28.760833,17.730278,27-02-2011,9557.0,12802.0
-24.183889,30.823889,01-03-2011,8813.0,9618.5
-27.398611,26.614722,01-03-2011,9253.5,10126.0
-27.671111,27.236944,01-03-2011,9693.5,11237.5
-29.160278,26.573333,01-03-2011,,
-27.495556,26.074722,01-03-2011,9490.5,11540.5
-23.658056,31.05,02-03-2011,9660.0,10644.0
-26.648056,27.089444,02-03-2011,4567.0,4649.5
-27.802778,28.768333,02-03-2011,8687.0,10183.5
-24.679167,30.8025,03-03-2011,8832.5,10583.0
-27.273889,28.49,03-03-2011,8456.5,9407.5
-27.3,28.586944,03-03-2011,8561.0,9929.5
-30.679722,26.7125,03-03-2011,8810.5,10761.0
-27.02314,28.59389,04-03-2011,8893.0,10129.0
-25.99136,27.84208,07-03-2011,,
-31.554722,29.245556,07-03-2011,8558.0,8850.0
-27.01011111,26.69808333,08-03-2011,9344.0,10728.5
-27.802778,28.768333,08-03-2011,8687.0,10183.5
-26.98472222,26.63227778,08-03-2011,9414.0,10262.5
-27.398611,26.614722,08-03-2011,9253.5,10126.0
-27.671111,27.236944,08-03-2011,9611.5,11403.0
-29.160278,26.573333,08-03-2011,,
-31.396,29.2651,08-03-2011,9782.5,13003.0
-25.45963889,28.26430556,08-03-2011,9139.0,11096.0
-25.81048333,27.90955222,09-03-2011,9943.5,10317.0
-22.225556,29.990556,09-03-2011,65535.0,65535.0
-26.03611,30.99778,09-03-2011,8825.0,9460.0
-28.404444,30.013056,09-03-2011,,
-29.380556,30.2775,09-03-2011,8344.0,9024.0
-26.648056,27.089444,09-03-2011,4567.0,4649.5
-26.970278,27.211111,09-03-2011,9671.5,11496.0
-27.273889,28.49,09-03-2011,8456.5,9407.5
-27.3,28.586944,09-03-2011,8561.0,9929.5
-27.044444,27.005,09-03-2011,8882.5,9503.5
-28.69485,28.23487,09-03-2011,8267.0,9143.0
-28.883333,27.89,09-03-2011,8398.5,9399.5
-30.568333,29.422778,09-03-2011,8679.0,9031.5
-30.570833,29.150556,09-03-2011,8648.5,10029.5
-34.329722,18.990278,09-03-2011,8637.5,9581.5
-30.830556,26.921389,10-03-2011,,
-25.49037,30.6986,10-03-2011,8349.5,8746.5
-29.380556,30.2775,10-03-2011,8344.0,9024.0
-30.86013889,29.07125,10-03-2011,21233.5,23205.5
-30.77586667,29.03221667,10-03-2011,9151.5,10504.5
-29.658056,25.973333,11-03-2011,9396.0,11157.5
-30.534167,24.961944,11-03-2011,8889.5,9839.0
-31.031389,28.883333,11-03-2011,12692.0,14145.0
-34.039722,22.133333,11-03-2011,8506.0,9608.0
-28.760833,17.730278,13-03-2011,9557.0,12802.0
-29.7775,29.470833,14-03-2011,9138.0,9777.0
-29.987778,29.851667,14-03-2011,,
-29.744167,29.905833,14-03-2011,8589.0,9651.0
-26.861111,28.884722,14-03-2011,8329.0,9353.0
-26.73806,27.59194,14-03-2011,9924.5,10546.5
-26.45,28.085833,14-03-2011,9502.5,12540.0
-25.127778,27.628889,15-03-2011,4984.0,5122.0
-25.20639,27.558,15-03-2011,10039.0,9985.0
-24.69514,27.40906,15-03-2011,9921.0,10524.0
-25.73411,27.21422,15-03-2011,9906.5,11078.5
-26.006389,29.253889,15-03-2011,,
-28.747778,31.745833,15-03-2011,,
-30.733889,29.828333,15-03-2011,8168.0,8871.0
-27.398611,26.614722,15-03-2011,9253.5,10126.0
-27.495556,26.074722,15-03-2011,9490.5,11540.5
-24.282222,28.090278,16-03-2011,9204.0,9767.0
-30.398056,30.601944,16-03-2011,8305.0,8829.5
-30.27402,30.69602,16-03-2011,8675.0,9971.5
-26.880278,26.965,16-03-2011,8695.0,9354.5
-27.273889,28.49,16-03-2011,8456.5,9407.5
-34.031944,22.053333,16-03-2011,7784.0,7826.0
-23.763056,27.908611,17-03-2011,,
-27.00222,28.76528,17-03-2011,8743.0,9947.0
-27.02314,28.59389,17-03-2011,8893.0,10129.0
-24.925278,29.324444,18-03-2011,8655.0,9276.5
-29.803611,30.516111,18-03-2011,8613.5,9192.0
-26.970278,27.211111,21-03-2011,9671.5,11496.0
-27.01011111,26.69808333,22-03-2011,9344.0,10728.5
-25.99136,27.84208,22-03-2011,,
-26.861111,28.884722,22-03-2011,8329.0,9353.0
-26.45,28.085833,22-03-2011,9502.5,12540.0
-27.398611,26.614722,22-03-2011,9253.5,10126.0
-33.501667,21.624167,22-03-2011,,
-33.31388889,19.07472222,22-03-2011,8491.5,9170.5
-28.338333,31.373611,22-03-2011,9076.5,10977.5
-29.641944,30.6875,23-03-2011,8369.5,8975.0
-28.735556,29.820556,23-03-2011,17383.5,18581.0
-26.648056,27.089444,23-03-2011,4567.0,4649.5
-27.044444,27.005,23-03-2011,8882.5,9503.5
-29.160278,26.573333,23-03-2011,,
-33.13083,18.86278,23-03-2011,9519.5,11778.5
-25.45963889,28.26430556,23-03-2011,9139.0,11096.0
-25.81048333,27.90955222,24-03-2011,9943.5,10317.0
-27.602222,29.942778,24-03-2011,8310.0,9473.5
-27.3,28.586944,24-03-2011,8561.0,9929.5
-33.38056,19.30167,24-03-2011,9361.0,10808.5
-27.00222,28.76528,25-03-2011,8743.0,9947.0
-27.02314,28.59389,25-03-2011,8893.0,10129.0
-30.160091,27.40124,25-03-2011,8967.0,10918.0
-30.336111,27.359444,25-03-2011,8557.5,10233.5
-28.760833,17.730278,27-03-2011,9557.0,12802.0
-22.43772222,31.07805556,28-03-2011,8479.0,9460.0
-26.73806,27.59194,28-03-2011,8831.5,9661.5
-25.127778,27.628889,29-03-2011,9066.0,9735.5
-25.20639,27.558,29-03-2011,9157.0,9964.0
-24.69514,27.40906,29-03-2011,9037.0,10023.0
-27.169444,29.233889,29-03-2011,,
-26.98472222,26.63227778,29-03-2011,9414.0,10262.5
-28.141944,26.417778,29-03-2011,8969.0,9878.0
-28.116667,26.725278,29-03-2011,,
-27.398611,26.614722,29-03-2011,9253.5,10126.0
-29.160278,26.573333,29-03-2011,,
-27.495556,26.074722,29-03-2011,9490.5,11540.5
-34.065833,20.404167,30-03-2011,8010.0,8314.0
-27.363611,31.783333,30-03-2011,65535.0,65535.0
-26.905,32.324722,30-03-2011,,
-28.75,30.442778,30-03-2011,15993.5,17511.0
-29.161667,30.629722,30-03-2011,8333.0,8811.0
-26.880278,26.965,30-03-2011,8695.0,9354.5
-27.398611,26.614722,30-03-2011,9253.5,10126.0
-28.69485,28.23487,30-03-2011,8267.0,9143.0
-28.883333,27.89,30-03-2011,8398.5,9399.5
-33.818056,19.694722,30-03-2011,8803.0,9768.0
-34.075556,20.145556,30-03-2011,9755.0,11717.0
-27.00222,28.76528,31-03-2011,8743.0,9947.0
-27.02314,28.59389,31-03-2011,8893.0,10129.0
-30.679722,26.7125,31-03-2011,8602.0,10303.0
-30.534167,24.961944,31-03-2011,,
-33.897778,20.012778,31-03-2011,8226.0,8647.0
-22.769722,30.886944,01-04-2011,8518.0,9181.0
-27.802778,28.768333,01-04-2011,,
-27.5275,30.858056,02-04-2011,8793.5,9861.5
-25.99136,27.84208,04-04-2011,,
-25.513889,31.224444,04-04-2011,8486.0,9137.5
-25.398889,31.610556,04-04-2011,9331.0,10534.5
-24.183889,30.823889,05-04-2011,8813.0,9618.5
-23.281,30.54305556,05-04-2011,11432.0,12142.0
-25.362222,31.956667,05-04-2011,9055.5,10038.5
-29.380556,30.2775,05-04-2011,8361.5,8897.5
-27.398611,26.614722,05-04-2011,9253.5,10126.0
-25.45963889,28.26430556,05-04-2011,9139.0,11096.0
-25.81048333,27.90955222,06-04-2011,9943.5,10317.0
-23.658056,31.05,06-04-2011,9660.0,10644.0
-24.058889,31.237222,06-04-2011,8702.0,9677.5
-24.034167,31.123611,06-04-2011,8443.5,8840.5
-24.99328,30.81444,06-04-2011,,
-25.14944444,31.94055556,06-04-2011,9141.0,10701.0
-27.937778,31.209444,06-04-2011,8620.5,9164.0
-28.404444,30.013056,06-04-2011,8137.0,9245.0
-26.880278,26.965,06-04-2011,8695.0,9354.5
-31.000833,26.353056,06-04-2011,8994.0,10014.0
-24.679167,30.8025,07-04-2011,8832.5,10583.0
-24.99328,30.81444,07-04-2011,,
-27.02314,28.59389,07-04-2011,8893.0,10129.0
-28.760833,17.730278,10-04-2011,9755.0,12668.0
-26.73806,27.59194,10-04-2011,8831.5,9661.5
-25.49037,30.6986,11-04-2011,8349.5,8746.5
-29.987778,29.851667,11-04-2011,8092.5,8783.5
-29.744167,29.905833,11-04-2011,8251.0,9285.0
-26.861111,28.884722,11-04-2011,8892.0,9323.5
-26.970278,27.211111,11-04-2011,9671.5,11496.0
-26.45,28.085833,11-04-2011,9502.5,12540.0
-31.396,29.2651,11-04-2011,9021.5,11559.0
-31.554722,29.245556,11-04-2011,,
-27.356667,27.286389,11-04-2011,8480.0,8968.5
-25.447222,30.711667,11-04-2011,8275.0,8813.5
-27.01011111,26.69808333,12-04-2011,9344.0,10728.5
-25.127778,27.628889,12-04-2011,9066.0,9735.5
-25.20639,27.558,12-04-2011,9157.0,9964.0
-24.69514,27.40906,12-04-2011,9037.0,10023.0
-25.73411,27.21422,12-04-2011,9906.5,11078.5
-26.006389,29.253889,12-04-2011,,
-26.03611,30.99778,12-04-2011,8723.0,9198.0
-28.801278,31.955389,12-04-2011,8429.0,9127.5
-30.733889,29.828333,12-04-2011,8355.0,8963.5
-27.169444,29.233889,12-04-2011,17745.5,19083.0
-27.802778,28.768333,12-04-2011,9350.0,10453.5
-26.98472222,26.63227778,12-04-2011,9414.0,10262.5
-27.398611,26.614722,12-04-2011,9253.5,10126.0
-29.160278,26.573333,12-04-2011,,
-30.568333,29.422778,12-04-2011,8918.0,10007.0
-30.570833,29.150556,12-04-2011,8648.5,10029.5
-33.501667,21.624167,12-04-2011,8840.5,10022.5
-27.495556,26.074722,12-04-2011,9490.5,11540.5
-25.57877778,29.12747222,12-04-2011,9017.0,11586.5
-28.801278,31.955389,13-04-2011,8429.0,9127.5
-30.398056,30.601944,13-04-2011,7944.0,8243.0
-30.27402,30.69602,13-04-2011,8470.0,9160.5
-26.648056,27.089444,13-04-2011,4567.0,4649.5
-27.044444,27.005,13-04-2011,8882.5,9503.5
-31.031389,28.883333,13-04-2011,12692.0,14145.0
-30.86013889,29.07125,13-04-2011,21233.5,23205.5
-24.925278,29.324444,14-04-2011,8655.0,9276.5
-27.00222,28.76528,14-04-2011,8743.0,9947.0
-27.02314,28.59389,14-04-2011,8893.0,10129.0
-30.160091,27.40124,14-04-2011,8732.0,10481.0
-30.336111,27.359444,14-04-2011,8727.0,10967.0
-30.830556,26.921389,15-04-2011,8360.0,9173.0
-27.902778,24.615556,15-04-2011,8783.0,9285.5
-34.031944,22.053333,15-04-2011,7784.0,7826.0
-29.803611,30.516111,15-04-2011,8464.5,9059.0
-22.43772222,31.07805556,16-04-2011,8479.0,9460.0
-25.99136,27.84208,18-04-2011,,
-34.039722,22.133333,18-04-2011,8506.0,9608.0
-28.735556,29.820556,19-04-2011,8494.0,9524.0
-27.802778,28.768333,19-04-2011,9350.0,10453.5
-33.38056,19.30167,19-04-2011,9328.0,10602.0
-33.31388889,19.07472222,19-04-2011,8741.0,10235.0
-27.356667,27.286389,19-04-2011,8480.0,8968.5
-28.068333,31.55,19-04-2011,,
-27.398611,26.614722,20-04-2011,9253.5,10126.0
-29.160278,26.573333,20-04-2011,,
-30.830556,26.921389,21-04-2011,8360.0,9173.0
-27.363611,31.783333,21-04-2011,8461.0,8734.0
-27.044444,27.005,21-04-2011,8882.5,9503.5
-27.902778,24.615556,21-04-2011,8783.0,9285.5
-28.760833,17.730278,25-04-2011,9755.0,12668.0
-26.861111,28.884722,25-04-2011,8892.0,9323.5
-26.970278,27.211111,25-04-2011,9671.5,11496.0
-26.45,28.085833,25-04-2011,9502.5,12540.0
-27.01011111,26.69808333,26-04-2011,9344.0,10728.5
-25.127778,27.628889,26-04-2011,9066.0,9735.5
-25.20639,27.558,26-04-2011,9157.0,9964.0
-24.69514,27.40906,26-04-2011,9037.0,10023.0
-27.169444,29.233889,26-04-2011,17745.5,19083.0
-26.98472222,26.63227778,26-04-2011,9414.0,10262.5
-27.398611,26.614722,26-04-2011,9253.5,10126.0
-27.495556,26.074722,26-04-2011,9490.5,11540.5
-34.065833,20.404167,27-04-2011,8010.0,8314.0
-28.75,30.442778,27-04-2011,9411.5,10763.0
-29.161667,30.629722,27-04-2011,8669.5,9652.0
-26.880278,26.965,27-04-2011,8695.0,9354.5
-33.897778,20.012778,28-04-2011,7991.0,8420.0
-25.99136,27.84208,02-05-2011,,
-29.380556,30.2775,03-05-2011,4153.5,4559.0
-26.45,28.085833,03-05-2011,9502.5,12540.0
-27.902778,24.615556,03-05-2011,9216.0,10356.0
-25.45963889,28.26430556,03-05-2011,9139.0,11096.0
-25.57877778,29.12747222,03-05-2011,9017.0,11586.5
-25.81048333,27.90955222,04-05-2011,9943.5,10317.0
-26.006389,29.253889,04-05-2011,,
-28.404444,30.013056,04-05-2011,,
-27.802778,28.768333,04-05-2011,9350.0,10453.5
-27.356667,27.286389,04-05-2011,8480.0,8968.5
-27.937778,31.209444,05-05-2011,8546.5,9000.0
-27.5275,30.858056,05-05-2011,,
-27.3,28.586944,05-05-2011,8561.0,9929.5
-27.398611,26.614722,05-05-2011,9253.5,10126.0
-27.00222,28.76528,06-05-2011,8743.0,9947.0
-27.02314,28.59389,06-05-2011,8893.0,10129.0
-26.648056,27.089444,06-05-2011,4567.0,4649.5
-26.970278,27.211111,06-05-2011,9671.5,11496.0
-28.760833,17.730278,08-05-2011,9755.0,12668.0
-29.7775,29.470833,09-05-2011,8462.5,9597.0
-29.744167,29.905833,09-05-2011,8774.5,9948.5
-26.861111,28.884722,09-05-2011,8892.0,9323.5
-26.970278,27.211111,09-05-2011,9671.5,11496.0
-31.104278,29.399722,09-05-2011,8408.0,9006.0
-25.127778,27.628889,10-05-2011,9066.0,9735.5
-25.20639,27.558,10-05-2011,9157.0,9964.0
-24.69514,27.40906,10-05-2011,9037.0,10023.0
-24.058889,31.237222,10-05-2011,8702.0,9677.5
-24.034167,31.123611,10-05-2011,8443.5,8840.5
-28.747778,31.745833,10-05-2011,8336.0,9097.5
-30.733889,29.828333,10-05-2011,,
-26.98472222,26.63227778,10-05-2011,9414.0,10262.5
-27.398611,26.614722,10-05-2011,9253.5,10126.0
-29.160278,26.573333,10-05-2011,,
-31.396,29.2651,10-05-2011,9403.0,12254.0
-33.501667,21.624167,10-05-2011,8840.5,10022.5
-32.502778,19.535833,10-05-2011,9204.0,11629.0
-31.5653,18.3306,10-05-2011,8835.0,10084.0
-27.495556,26.074722,10-05-2011,9490.5,11540.5
-24.183889,30.823889,11-05-2011,8813.0,9618.5
-28.801278,31.955389,11-05-2011,8429.0,9127.5
-30.398056,30.601944,11-05-2011,8216.0,8624.0
-30.27402,30.69602,11-05-2011,8621.0,9635.0
-27.00222,28.76528,11-05-2011,8743.0,9947.0
-27.02314,28.59389,11-05-2011,8893.0,10129.0
-27.273889,28.49,11-05-2011,8456.5,9407.5
-27.4275,28.525833,11-05-2011,9231.0,11296.0
-27.044444,27.005,11-05-2011,8882.5,9503.5
-22.225556,29.990556,24-11-2014,9669.5,10256.5
-30.568333,29.422778,11-05-2011,,
-30.570833,29.150556,11-05-2011,8621.0,10267.0
-32.595833,19.009444,11-05-2011,8311.0,9225.5
-29.140556,31.391944,12-05-2011,9001.0,10284.5
-29.641944,30.6875,12-05-2011,8268.0,8820.5
-24.679167,30.8025,12-05-2011,8832.5,10583.0
-30.830556,26.921389,12-05-2011,8772.0,9945.5
-30.13573889,30.67422222,12-05-2011,9388.0,12321.0
-26.73806,27.59194,12-05-2011,8831.5,9661.5
-31.000833,26.353056,12-05-2011,,
-22.225556,29.990556,30-07-2015,8333.5,9254.5
-22.225556,29.990556,03-08-2015,8333.5,9254.5
-30.679722,26.7125,12-05-2011,,
-31.031389,28.883333,12-05-2011,9162.0,10335.0
